"","blueWins","blueWardsPlaced","blueWardsDestroyed","blueFirstBlood","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueDragons","blueHeralds","blueTowersDestroyed","blueAvgLevel","blueTotalExperience","blueTotalJungleMinionsKilled","blueGoldDiff","blueExperienceDiff","blueCSPerMin","blueGoldPerMin","redWardsPlaced","redWardsDestroyed","redAssists","redEliteMonsters","redDragons","redHeralds","redTowersDestroyed","redAvgLevel","redTotalExperience","redTotalJungleMinionsKilled","redCSPerMin","redGoldPerMin"
"3092","1",36,3,"1",9,2,13,0,"0","0","0",7.8,21203,74,4826,4472,25.9,1957,17,3,4,1,"1","0","0",6.6,16731,52,22.9,1474.4
"3093","1",16,3,"1",6,5,5,0,"0","0","1",6.8,16649,52,1085,775,19.8,1652.9,17,3,8,1,"1","0","0",6.4,15874,55,17.9,1544.4
"3094","1",14,2,"1",11,5,18,1,"1","0","0",7,18016,47,2158,640,20.5,1832.4,15,2,8,0,"0","0","0",7,17376,45,21.9,1616.6
"3095","1",15,1,"1",8,3,6,0,"0","0","0",7.2,19913,65,3181,3298,23.4,1726.3,11,2,3,2,"1","1","0",6.8,16615,51,15.9,1408.2
"3096","1",15,2,"1",4,0,3,1,"1","0","0",6.8,17848,45,1629,677,21.1,1528.2,38,0,0,0,"0","0","0",6.8,17171,44,24.6,1365.3
"3097","0",20,5,"0",5,4,4,0,"0","0","0",7.2,18478,64,782,1903,23.2,1596,16,4,5,1,"1","0","0",6.4,16575,43,21.1,1517.8
"3098","0",9,8,"1",5,5,5,1,"1","0","0",6.6,17162,39,-1328,-317,19.8,1510.3,18,2,7,1,"0","1","0",7,17479,36,22.7,1643.1
"3099","1",14,1,"0",7,3,6,0,"0","0","0",7,18431,44,794,577,22.8,1606,16,1,4,0,"0","0","0",7,17854,44,21.3,1526.6
"3100","0",17,0,"0",7,9,6,0,"0","0","0",6.8,17772,44,-2809,-1673,16.2,1546.3,34,2,7,1,"1","0","0",7.2,19445,68,21.9,1827.2
"3101","0",21,6,"0",6,10,7,0,"0","0","1",6.6,16572,44,-833,-1786,21,1722.5,56,8,10,1,"0","1","0",7,18358,53,22,1805.8
"3102","0",16,3,"0",3,9,2,0,"0","0","0",6.8,16993,38,-3337,-1701,22.5,1486.1,30,3,10,0,"0","0","0",7.2,18694,51,22.3,1819.8
"3103","1",46,6,"0",4,1,10,1,"1","0","0",7.2,18955,59,1532,1453,22.9,1596.6,61,7,1,0,"0","0","0",7.2,17502,60,22.9,1443.4
"3104","0",16,1,"1",4,6,2,0,"0","0","0",7,18276,55,-1066,10,20.5,1517.2,14,3,7,1,"1","0","0",6.8,18266,36,24.1,1623.8
"3105","1",15,2,"0",4,7,4,0,"0","0","0",6.8,17960,44,-477,-513,26,1595.3,13,3,9,0,"0","0","0",7,18473,40,23.4,1643
"3106","1",17,4,"0",9,5,7,0,"0","0","0",7.6,20494,56,1696,2266,23.9,1795.9,19,5,3,1,"1","0","0",6.8,18228,56,22.5,1626.3
"3107","1",17,3,"1",7,2,11,2,"1","1","0",7,18575,62,2889,1215,20,1717.6,17,2,2,0,"0","0","0",6.8,17360,58,21.7,1428.7
"3108","1",15,7,"1",8,4,7,1,"0","1","0",7,18867,56,2156,3157,23.4,1732.8,22,1,8,0,"0","0","0",6.2,15710,35,22.5,1517.2
"3109","0",16,2,"0",2,6,3,0,"0","0","0",7.2,17995,52,-1281,-602,23.6,1514.4,15,2,10,0,"0","0","0",7.2,18597,44,21.9,1642.5
"3110","0",17,1,"0",6,6,4,1,"0","1","0",7,18187,61,85,765,21.7,1653.3,14,2,9,0,"0","0","0",6.8,17422,46,21.4,1644.8
"3111","0",19,6,"1",11,8,9,0,"0","0","0",7.4,19732,47,1761,1895,19.6,1847.5,19,3,9,1,"1","0","0",6.8,17837,52,19.6,1671.4
"3112","0",16,2,"0",3,7,2,1,"1","0","0",7,18024,56,-1293,-380,22.4,1525.2,38,3,8,0,"0","0","0",7,18404,48,21.9,1654.5
"3113","1",35,4,"0",4,9,1,0,"0","0","0",7,17862,62,-3644,-1277,17.9,1462.1,15,0,12,1,"1","0","0",7,19139,44,24.3,1826.5
"3114","0",14,2,"0",6,8,7,0,"0","0","0",6.6,17372,29,-1095,-249,22.1,1595.3,16,3,8,1,"1","0","0",6.8,17621,52,21.8,1704.8
"3115","1",14,4,"1",5,2,5,2,"1","1","0",6.8,18676,50,2359,1681,22.3,1662.7,14,3,3,0,"0","0","0",6.6,16995,45,22.1,1426.8
"3116","1",16,3,"1",8,8,4,0,"0","0","0",7,18845,48,699,944,24.8,1724,17,3,6,1,"1","0","0",6.8,17901,57,17.9,1654.1
"3117","0",21,6,"0",5,2,4,0,"0","0","0",7,18152,58,453,1426,22.1,1579.6,17,2,4,1,"1","0","0",6.4,16726,55,25.6,1534.3
"3118","1",16,0,"1",8,2,10,0,"0","0","0",7.4,19257,52,1769,319,23.2,1833,38,1,1,2,"1","1","1",7.2,18938,67,25.1,1656.1
"3119","0",11,0,"1",6,7,8,1,"1","0","0",6.6,17219,39,-3240,-2396,20.2,1568.4,16,1,8,1,"0","1","1",7,19615,60,25.7,1892.4
"3120","1",20,1,"1",7,4,3,1,"1","0","0",6.8,18300,59,1936,1098,23.3,1712,12,4,4,0,"0","0","0",6.8,17202,50,20.6,1518.4
"3121","1",18,4,"1",4,5,2,1,"1","0","0",6.6,17058,46,-393,-1504,23.3,1526.1,18,4,5,0,"0","0","0",7.2,18562,52,20.8,1565.4
"3122","0",16,4,"0",11,8,17,1,"0","1","0",6.6,17357,47,620,339,18.9,1805.3,16,4,10,0,"0","0","0",6.4,17018,38,19.6,1743.3
"3123","0",19,4,"1",3,6,3,1,"0","1","0",6.8,16990,56,-691,-666,22.4,1541.7,17,4,11,1,"1","0","0",6.8,17656,48,21.3,1610.8
"3124","1",14,3,"1",8,5,5,1,"1","0","0",7.2,18718,56,1357,614,19.3,1652.3,17,2,2,0,"0","0","0",6.8,18104,52,20.8,1516.6
"3125","0",14,0,"1",8,8,6,1,"1","0","0",7,18470,44,-12,-151,21,1680.9,13,2,6,0,"0","0","0",7.2,18621,48,22.1,1682.1
"3126","0",15,5,"1",5,8,6,0,"0","0","0",6.8,17457,56,-2690,-3245,19.9,1562.7,58,1,9,2,"1","1","0",7.6,20702,92,23,1831.7
"3127","0",38,4,"0",0,3,0,1,"0","1","0",6.8,17022,58,-2240,-1623,22.3,1379.3,14,2,1,1,"1","0","0",7,18645,59,24.7,1603.3
"3128","1",16,2,"1",3,8,4,0,"0","0","0",6.4,15768,40,-2765,-2274,21.4,1448.1,16,3,16,2,"1","1","0",7.2,18042,51,22.6,1724.6
"3129","0",13,5,"1",8,4,11,1,"1","0","0",6.6,17543,48,-82,280,19.6,1635.7,11,2,4,0,"0","0","0",6.8,17263,45,24.1,1643.9
"3130","1",46,3,"0",10,6,11,0,"0","0","0",7.4,19549,51,2230,2112,22.2,1858.2,42,17,8,1,"0","1","0",6.8,17437,43,19.6,1635.2
"3131","0",15,1,"0",1,3,1,0,"0","0","0",6.8,17418,37,-1661,-1064,23.5,1394.3,14,0,2,0,"0","0","0",7,18482,48,24.1,1560.4
"3132","0",16,4,"1",10,7,8,0,"0","0","0",7.2,19835,54,1720,1364,24.1,1841,19,3,6,0,"0","0","0",7.4,18471,46,21.2,1669
"3133","0",24,3,"0",6,7,6,0,"0","0","0",7,18369,50,211,880,24,1668.9,16,5,7,0,"0","0","0",7,17489,41,21.4,1647.8
"3134","0",14,3,"1",6,7,4,0,"0","0","0",6.4,16764,60,-27,-1847,20,1606,87,3,7,1,"1","0","0",7,18611,53,19.4,1608.7
"3135","0",17,2,"0",3,12,4,0,"0","0","0",6.2,14801,32,-5142,-3023,18.5,1403.5,19,4,14,1,"1","0","0",7,17824,55,21,1917.7
"3136","1",16,3,"1",9,6,10,2,"1","1","0",7,18305,48,1818,1761,21.8,1775.7,18,4,7,0,"0","0","0",6.8,16544,50,20.4,1593.9
"3137","0",17,4,"0",2,9,3,0,"0","0","0",6.6,16538,43,-5571,-3921,20.4,1426.7,15,5,10,2,"1","1","1",7.6,20459,56,26.8,1983.8
"3138","0",13,0,"0",6,12,6,0,"0","0","0",6.6,16512,40,-1734,-3696,22.3,1595.1,16,3,5,2,"1","1","0",7.6,20208,44,22.1,1768.5
"3139","0",13,3,"1",8,8,4,0,"0","0","0",6.8,17926,44,704,-123,21.6,1668.8,16,0,4,1,"1","0","0",7.2,18049,56,19,1598.4
"3140","0",17,7,"0",3,5,2,2,"1","1","0",6.2,15787,58,-2657,-2095,18.7,1430.3,21,2,6,0,"0","0","0",7,17882,51,23.7,1696
"3141","1",38,6,"1",9,8,12,1,"1","0","0",7,17804,48,-377,842,20.5,1739.6,19,4,10,1,"0","1","0",6.6,16962,40,22.3,1777.3
"3142","1",17,1,"1",9,3,9,1,"0","1","0",7.4,19769,52,3037,2677,24.5,1815.9,20,4,4,1,"1","0","0",6.6,17092,50,21.3,1512.2
"3143","0",89,3,"0",7,5,8,1,"0","1","0",7.2,18306,52,459,1388,20.2,1626.9,16,2,8,1,"1","0","0",6.6,16918,44,21.2,1581
"3144","1",41,1,"1",4,9,5,1,"1","0","0",6.6,17118,52,-2986,-3369,19.8,1531.6,13,9,3,0,"0","0","0",7.4,20487,64,24.7,1830.2
"3145","1",17,5,"1",5,4,4,1,"1","0","0",6.8,17738,45,1699,638,23.7,1649.8,15,3,3,0,"0","0","0",6.8,17100,46,20.2,1479.9
"3146","1",16,1,"1",16,0,17,1,"1","0","0",7.4,20443,44,7873,5225,24.5,2060.3,12,1,0,0,"0","0","0",6.6,15218,44,18.8,1273
"3147","1",17,3,"0",10,7,7,1,"0","1","1",7.2,18619,45,3534,2345,22,1960.6,16,2,8,1,"1","0","0",6.6,16274,60,17,1607.2
"3148","1",14,2,"1",7,8,6,1,"0","1","0",6.8,17305,42,400,-213,23.4,1694,14,3,10,1,"1","0","0",6.8,17518,52,22.2,1654
"3149","1",40,4,"0",6,4,11,0,"0","0","0",7,18612,56,2247,1262,23.8,1681.4,14,2,0,1,"1","0","0",6.8,17350,55,22,1456.7
"3150","1",15,3,"1",9,8,13,1,"0","1","0",6.6,17263,40,383,-1655,19.9,1814.6,19,2,10,0,"0","0","0",7.4,18918,60,20.1,1776.3
"3151","0",19,4,"0",3,5,3,0,"0","0","0",7.2,17856,44,-774,334,21.6,1524.2,33,0,4,0,"0","0","0",6.8,17522,45,24.3,1601.6
"3152","0",16,3,"1",10,7,5,1,"1","0","0",6.8,18029,58,617,128,20.4,1745.4,12,1,5,0,"0","0","0",6.8,17901,60,17.8,1683.7
"3153","0",17,4,"1",5,3,6,1,"1","0","0",7,17817,52,1614,1179,22.7,1605.3,51,6,4,0,"0","0","0",6.6,16638,50,20.6,1443.9
"3154","1",16,3,"1",2,9,1,0,"0","0","0",6.4,16649,67,-2206,-2548,22.2,1497.5,18,3,12,1,"1","0","0",7.4,19197,48,21.6,1718.1
"3155","1",31,5,"1",4,4,4,1,"1","0","0",7,18669,65,-262,-375,24.1,1609.5,24,3,2,0,"0","0","0",7.2,19044,55,25.7,1635.7
"3156","1",39,1,"0",8,5,11,0,"0","0","0",6.8,17944,52,1012,-620,22.3,1712.3,29,4,3,0,"0","0","0",7.4,18564,52,22,1611.1
"3157","0",21,5,"1",6,5,14,1,"1","0","0",7,17323,55,313,-1776,23.1,1698.6,16,8,3,1,"0","1","0",7.2,19099,56,23.6,1667.3
"3158","0",17,2,"0",3,3,3,0,"0","0","0",7,17886,52,-1148,708,20.4,1473.1,19,3,4,1,"1","0","0",6.8,17178,52,23.7,1587.9
"3159","1",44,1,"1",8,3,9,1,"1","0","0",7.2,18689,68,3172,2797,22.7,1731.6,14,1,4,0,"0","0","0",6.2,15892,40,20,1414.4
"3160","1",16,1,"0",1,3,2,0,"0","0","0",6.8,17345,48,-819,-1709,25.6,1488.9,23,1,4,0,"0","0","0",7,19054,62,24.6,1570.8
"3161","0",19,2,"0",5,6,4,1,"0","1","0",6.8,18647,44,-205,-41,25.3,1641.6,12,4,7,1,"1","0","0",7,18688,40,23.9,1662.1
"3162","1",18,1,"0",7,11,10,0,"0","0","0",6.8,17177,52,-1228,-1785,21.5,1694.3,41,4,11,1,"1","0","0",7.4,18962,56,21.7,1817.1
"3163","1",11,3,"1",13,3,13,1,"0","1","1",7.4,20030,52,5521,4435,19.2,1994,15,4,2,0,"0","0","0",6.6,15595,31,21.2,1441.9
"3164","0",57,3,"1",8,7,5,0,"0","0","0",6.6,17473,47,-1016,-1306,18.4,1620.4,17,4,7,1,"1","0","0",7,18779,51,21,1722
"3165","1",12,3,"1",7,10,7,1,"1","0","0",7.2,18221,50,-1246,150,22,1706.2,17,2,12,0,"0","0","0",6.8,18071,58,20.3,1830.8
"3166","0",16,2,"0",6,5,6,0,"0","0","0",7,17592,48,456,-69,21.2,1569.1,13,1,3,2,"1","1","0",6.8,17661,52,19.2,1523.5
"3167","0",14,0,"0",1,11,0,0,"0","0","0",6.6,16013,46,-5087,-2795,20,1351.1,117,0,18,0,"0","0","0",7.2,18808,55,22.6,1859.8
"3168","1",17,2,"1",12,2,11,0,"0","0","0",7.4,19861,44,4006,3678,23.1,1892.7,16,2,2,0,"0","0","0",6.4,16183,60,17.6,1492.1
"3169","1",45,3,"0",7,6,10,1,"1","0","0",7,17989,48,-876,-1141,19.6,1616.4,19,6,4,0,"0","0","0",7,19130,60,23.9,1704
"3170","1",15,1,"1",4,4,8,0,"0","0","0",6.8,17404,48,-1216,-1810,22.1,1557.2,15,3,3,0,"0","0","0",7.4,19214,57,25.6,1678.8
"3171","0",14,1,"1",5,7,2,1,"0","1","1",6.6,17964,53,1432,-889,22.9,1746.9,13,3,6,1,"1","0","0",7.2,18853,64,20.3,1603.7
"3172","1",16,3,"0",3,10,4,1,"1","0","0",7,17582,60,-3593,-3240,20.6,1468.6,24,3,5,0,"0","0","0",7.6,20822,68,22.6,1827.9
"3173","0",15,4,"0",8,6,10,0,"0","0","0",6.8,17831,40,2,-345,19.3,1632.5,24,1,4,1,"1","0","0",7,18176,48,22.7,1632.3
"3174","1",15,2,"0",9,4,12,1,"1","0","0",6.8,17651,48,2034,884,20.2,1723.3,14,1,4,0,"0","0","0",6.6,16767,48,20,1519.9
"3175","0",17,2,"0",3,8,4,0,"0","0","0",7.2,18128,64,-966,-455,24.1,1600.4,12,4,9,0,"0","0","0",7.2,18583,48,21.3,1697
"3176","1",16,1,"1",6,6,9,0,"0","0","0",6.6,16985,48,1167,-461,21.8,1665.1,16,4,4,1,"1","0","0",6.8,17446,48,20.7,1548.4
"3177","1",43,2,"1",2,6,2,0,"0","0","0",7,17503,48,-2128,-1289,22.9,1495.9,84,5,7,1,"1","0","0",7.2,18792,51,21.9,1708.7
"3178","0",14,4,"1",5,10,4,0,"0","0","0",6.8,17246,60,-1971,-2626,20,1591.7,16,2,13,2,"1","1","0",7.2,19872,56,20,1788.8
"3179","1",37,15,"0",6,6,9,0,"0","0","0",6.6,16844,36,-708,-1311,19.8,1575.4,104,3,5,0,"0","0","0",7,18155,36,20.7,1646.2
"3180","0",16,3,"1",8,8,9,1,"1","0","0",7,17845,51,-1296,4,20.1,1689.1,15,3,9,0,"0","0","0",7,17841,48,21.7,1818.7
"3181","0",18,3,"0",3,15,3,0,"0","0","0",6.6,16826,61,-5924,-3368,19.7,1487.8,17,5,20,2,"1","1","0",7.2,20194,64,22.6,2080.2
"3182","1",18,3,"1",7,3,7,0,"0","0","0",7.2,19389,60,1443,2143,22.5,1715,17,2,5,0,"0","0","0",6.8,17246,44,22.9,1570.7
"3183","0",17,1,"1",5,4,6,1,"1","0","0",7,17661,55,-2,-1484,23.6,1594.1,29,3,2,0,"0","0","0",7.2,19145,67,23.7,1594.3
"3184","1",13,4,"1",7,3,11,0,"0","0","0",7.4,19422,40,1070,1731,23.9,1780.2,14,2,3,1,"0","1","1",7,17691,64,21.1,1673.2
"3185","1",11,0,"1",5,6,4,1,"1","0","0",7,18653,68,-1238,-1708,18.1,1554.8,17,1,5,0,"0","0","0",7.4,20361,60,21.9,1678.6
"3186","1",16,1,"0",5,2,6,0,"0","0","0",7,17886,44,1300,1228,21.9,1555.6,16,3,3,0,"0","0","0",6.6,16658,44,21.8,1425.6
"3187","1",38,4,"1",6,5,6,1,"1","0","0",6.8,18103,50,-282,-192,20.9,1609.8,16,4,5,1,"0","1","0",7,18295,62,22.4,1638
"3188","1",15,0,"0",6,5,6,1,"0","1","0",7,17538,56,-456,-1135,21.3,1610.7,14,1,5,1,"1","0","0",7,18673,56,20.3,1656.3
"3189","0",14,4,"1",7,2,6,0,"0","0","0",7,18067,60,1167,510,20.1,1631.5,17,2,2,0,"0","0","0",6.8,17557,59,24,1514.8
"3190","0",15,0,"1",6,7,13,1,"0","1","0",6.6,16824,47,457,-383,19.9,1658.7,15,2,13,1,"1","0","0",6.8,17207,40,19.4,1613
"3191","0",15,1,"0",8,6,9,0,"0","0","0",6.6,16844,32,276,377,20.1,1611.2,29,3,7,1,"1","0","0",6.6,16467,57,16.7,1583.6
"3192","1",20,2,"1",10,2,12,2,"1","1","0",7.2,18905,54,4429,3004,19.6,1821.2,14,4,1,0,"0","0","0",6.6,15901,48,18,1378.3
"3193","0",13,5,"0",3,5,2,0,"0","0","0",7,17479,64,-907,414,20.4,1476.1,16,2,6,1,"1","0","0",6.6,17065,46,22.5,1566.8
"3194","0",39,3,"1",5,5,5,1,"1","0","0",7.2,19706,76,914,1227,25.1,1761.3,15,5,7,0,"0","0","0",7,18479,50,22.4,1669.9
"3195","0",46,0,"1",8,5,13,0,"0","0","0",6.8,16954,37,-232,-1633,21.8,1638.4,10,3,3,0,"0","0","0",7.2,18587,72,24.2,1661.6
"3196","1",40,0,"0",6,6,3,0,"0","0","0",7.2,19154,68,344,1270,23,1700.1,17,2,5,0,"0","0","0",7,17884,32,25.5,1665.7
"3197","0",120,2,"1",4,9,3,0,"0","0","0",6.6,16366,44,-2904,-2819,21.1,1508.4,18,2,8,1,"0","1","0",7.2,19185,47,23.7,1798.8
"3198","1",17,2,"0",8,8,5,0,"0","0","0",6.8,18396,60,355,-336,21.6,1691.8,18,2,6,1,"1","0","0",6.8,18732,44,21.4,1656.3
"3199","1",16,1,"0",9,8,13,0,"0","0","0",7,18633,66,1911,1969,20.3,1856.2,13,4,12,1,"1","0","0",6.6,16664,48,20.6,1665.1
"3200","1",10,1,"1",5,6,9,1,"1","0","0",7,17481,48,-1572,-2164,21.9,1582.2,24,1,3,1,"0","1","0",7.2,19645,56,24.8,1739.4
"3201","0",41,6,"1",9,4,10,1,"1","0","0",6.8,18506,46,1996,860,18.7,1740.5,20,5,3,0,"0","0","0",7,17646,40,23.6,1540.9
"3202","1",11,1,"1",11,5,12,2,"1","1","1",7.2,18881,48,3802,1762,22.2,1969.6,21,0,6,0,"0","0","0",6.8,17119,60,20.9,1589.4
"3203","1",11,1,"1",9,11,11,0,"0","0","0",6.4,16229,52,-956,-1451,18.2,1732.2,14,1,12,1,"1","0","0",6.8,17680,49,20.7,1827.8
"3204","1",16,10,"1",4,2,4,0,"0","0","0",6.8,17669,47,240,131,22.7,1553.2,41,1,2,0,"0","0","0",6.8,17538,56,24,1529.2
"3205","0",21,3,"1",10,8,7,0,"0","0","0",6.6,17275,36,828,-79,23.7,1782.3,17,1,5,1,"1","0","0",6.8,17354,47,20,1699.5
"3206","0",16,2,"0",1,12,0,0,"0","0","0",6.4,15898,48,-5102,-3977,20.1,1329.1,41,3,18,2,"1","1","0",7.4,19875,52,22.7,1839.3
"3207","1",16,6,"1",7,11,7,0,"0","0","0",6.8,16674,42,-778,-752,21.6,1685.1,13,4,14,1,"1","0","0",6.8,17426,34,20,1762.9
"3208","1",17,4,"1",7,2,8,0,"0","0","0",7.2,18443,54,2431,1886,23.2,1683,31,1,2,0,"0","0","0",6.6,16557,48,20.9,1439.9
"3209","1",16,3,"1",5,5,7,0,"0","0","0",7,18238,60,530,1280,21,1606.1,14,2,5,0,"0","0","0",6.8,16958,44,20.4,1553.1
"3210","0",18,2,"0",2,2,2,0,"0","0","0",6.8,17516,47,766,331,26,1560.8,37,5,2,0,"0","0","0",7,17185,52,22.9,1484.2
"3211","0",15,0,"1",5,9,3,0,"0","0","0",6.6,16696,36,-4172,-2185,20.5,1514.4,15,4,9,0,"0","0","1",7.2,18881,47,22.1,1931.6
"3212","0",15,2,"0",7,6,7,0,"0","0","0",6.2,15796,19,-1578,-2563,21.3,1577.8,13,1,3,2,"1","1","1",7.2,18359,56,20.1,1735.6
"3213","1",14,4,"0",2,4,1,0,"0","0","0",7,18073,51,-964,72,23.4,1472.1,19,0,4,1,"1","0","0",7,18001,48,23.8,1568.5
"3214","1",33,2,"0",8,3,6,0,"0","0","0",7,18075,52,1764,1515,19.2,1615.4,38,1,2,2,"1","1","0",6.4,16560,44,21,1439
"3215","0",17,3,"0",6,9,4,0,"0","0","0",7,18082,67,-3212,-786,17,1513.6,81,6,9,1,"1","0","0",7,18868,52,22.7,1834.8
"3216","0",11,0,"1",2,4,3,0,"0","0","0",6.6,16339,56,-2259,-2256,20.1,1423.1,17,0,5,1,"1","0","0",7,18595,60,23.4,1649
"3217","1",16,5,"1",4,2,4,1,"0","1","0",7.2,19232,59,1718,2947,23.2,1647,14,2,3,1,"1","0","0",6.6,16285,48,21.8,1475.2
"3218","1",19,4,"0",0,3,0,0,"0","0","0",6.8,17384,52,-1159,-157,22.9,1367.4,18,2,3,1,"1","0","0",6.8,17541,40,23,1483.3
"3219","0",15,3,"0",5,10,5,0,"0","0","0",6.4,16852,31,-3232,-2573,21,1525.1,18,2,13,2,"1","1","0",7.4,19425,80,21.5,1848.3
"3220","1",15,3,"1",11,5,14,1,"0","1","0",7.2,19227,51,3248,2152,23.1,1885.6,19,3,7,1,"1","0","0",6.6,17075,58,18.9,1560.8
"3221","1",68,2,"1",7,9,8,0,"0","0","0",6.8,17652,41,-1248,-843,20.4,1627.4,14,1,13,0,"0","0","0",7.2,18495,41,21.1,1752.2
"3222","0",17,2,"0",7,8,5,1,"0","1","0",7,18072,48,-136,-583,24.2,1724.1,15,5,7,1,"1","0","0",7.4,18655,48,23.4,1737.7
"3223","1",15,4,"1",4,8,4,1,"0","1","1",6.4,15667,47,-468,-1886,20.4,1620.1,18,4,10,1,"1","0","0",6.8,17553,51,21,1666.9
"3224","0",12,4,"0",5,10,6,0,"0","0","0",6.6,16556,43,-3909,-2136,20,1562.2,17,3,8,2,"1","1","2",7.2,18692,49,22.2,1953.1
"3225","0",19,1,"1",7,6,8,1,"1","0","0",6.4,17019,41,961,-973,20.9,1757.5,16,2,8,0,"0","0","0",7,17992,54,20.8,1661.4
"3226","1",21,1,"0",5,10,8,1,"1","0","0",7,18014,42,-2936,-1305,22.8,1640.8,18,2,17,0,"0","0","0",7,19319,68,23.2,1934.4
"3227","1",16,2,"1",9,7,13,1,"1","0","0",7.4,19907,57,1766,1606,22.1,1807.3,40,1,11,1,"0","1","0",6.8,18301,48,19.8,1630.7
"3228","1",49,2,"0",4,9,4,0,"0","0","0",6.6,17168,72,-2929,-1515,20,1537,18,2,13,1,"1","0","0",7,18683,62,21.7,1829.9
"3229","0",20,2,"1",2,4,1,0,"0","0","0",6.8,17566,45,-1944,-1062,23.5,1465.9,16,1,4,1,"0","1","0",7,18628,62,24,1660.3
"3230","0",19,0,"0",11,5,10,0,"0","0","1",7,18139,44,3164,287,18,1885.5,18,0,1,1,"1","0","0",7,17852,64,20.6,1569.1
"3231","0",10,3,"0",2,5,2,0,"0","0","0",6.8,16864,42,-1947,-2097,23,1469.5,18,3,6,1,"1","0","0",7.2,18961,54,25.5,1664.2
"3232","0",14,1,"0",6,7,7,1,"0","1","1",6.8,18100,45,396,-1813,21.3,1792.7,36,2,8,1,"1","0","0",7.4,19913,73,22.9,1753.1
"3233","1",17,2,"1",5,2,5,1,"1","0","0",7,18135,60,1697,293,21.7,1632.6,11,1,2,1,"0","1","0",6.6,17842,40,24.6,1462.9
"3234","1",24,1,"1",12,4,13,1,"1","0","0",6.6,17072,44,4845,2789,20.7,1855.2,13,3,4,0,"0","0","0",6,14283,30,18.3,1370.7
"3235","1",42,2,"0",7,2,3,1,"1","0","0",7,18607,57,3370,4484,22.6,1666.9,14,3,2,0,"0","0","0",6,14123,28,19.4,1329.9
"3236","0",20,0,"0",6,13,8,0,"0","0","0",6.4,15933,40,-5191,-3819,17.5,1530.4,13,4,15,0,"0","0","0",7.2,19752,49,22.9,2049.5
"3237","0",20,4,"0",5,6,6,0,"0","0","0",6.6,16792,45,-3024,-1285,19.8,1524.2,40,3,3,0,"0","0","1",7,18077,48,23.6,1826.6
"3238","0",11,2,"0",2,3,5,1,"0","1","0",6.6,17344,73,-2114,-1121,17.8,1423.7,15,3,5,1,"1","0","0",7,18465,64,24.8,1635.1
"3239","0",26,3,"1",3,9,4,0,"0","0","0",6.2,15054,45,-3555,-3207,19,1428,15,1,10,1,"1","0","0",7,18261,43,22,1783.5
"3240","1",18,1,"1",9,8,15,0,"0","0","0",7,18415,39,2309,1211,22.5,1880.9,15,1,8,1,"1","0","0",7,17204,55,18.5,1650
"3241","0",14,6,"0",0,6,0,1,"0","1","0",6.8,16667,48,-2554,-2576,23.4,1423.8,15,1,11,0,"0","0","0",7,19243,52,22.5,1679.2
"3242","0",18,3,"1",4,5,5,1,"1","0","0",6.8,17275,53,-654,-97,20.5,1510.1,15,3,10,0,"0","0","0",7,17372,48,21.2,1575.5
"3243","1",34,6,"1",8,1,11,1,"0","1","0",7.4,19105,57,4824,2940,22.1,1823.7,19,1,2,0,"0","0","0",6.4,16165,55,17.9,1341.3
"3244","1",17,2,"1",8,1,5,1,"1","0","2",7.2,19369,63,6883,5337,24.7,1982,13,1,1,1,"0","1","0",6,14032,37,17.9,1293.7
"3245","0",15,2,"0",9,8,9,1,"1","0","0",6.4,17197,55,-968,-3,19.3,1688.4,17,3,6,1,"0","1","0",6.8,17200,45,21,1785.2
"3246","0",23,1,"0",6,14,7,1,"1","0","0",6.6,16941,45,-4526,-2062,20.4,1588,18,2,23,0,"0","0","0",7,19003,49,20.1,2040.6
"3247","0",45,4,"0",4,9,3,0,"0","0","0",6.8,18275,53,-2850,-832,24,1543,16,7,7,1,"1","0","0",7.4,19107,48,23.5,1828
"3248","0",11,1,"0",2,5,2,0,"0","0","0",7,17644,56,-2760,-1872,21.6,1425.8,17,1,6,2,"1","1","0",7.2,19516,57,24.8,1701.8
"3249","1",20,0,"0",0,5,0,0,"0","0","0",7,17923,68,-2145,-1335,24.9,1484.9,17,4,7,1,"1","0","0",7.4,19258,68,24.5,1699.4
"3250","1",13,1,"1",7,7,6,0,"0","0","0",6.8,17502,37,1202,-535,19.8,1702.3,13,4,5,1,"0","1","0",7,18037,46,18,1582.1
"3251","1",19,4,"1",12,5,9,0,"0","0","0",7.4,20064,36,3469,3684,24.3,1914.3,18,3,8,1,"1","0","0",6.6,16380,47,19.9,1567.4
"3252","0",50,1,"0",5,6,4,0,"0","0","0",7,17968,63,-1083,-127,21.4,1562,23,5,10,1,"1","0","0",7,18095,40,21.8,1670.3
"3253","1",18,3,"1",8,8,11,1,"1","0","0",7.2,17867,60,914,34,22.9,1862.3,13,2,9,0,"0","0","0",7,17833,42,23.7,1770.9
"3254","1",15,3,"0",5,3,5,0,"0","0","0",7,18605,63,1436,1597,22.2,1656.4,14,4,5,1,"1","0","0",6.8,17008,52,22.1,1512.8
"3255","1",16,3,"0",11,7,16,1,"1","0","0",7.2,18519,44,2256,725,23.2,1842.1,16,3,7,0,"0","0","0",6.8,17794,35,22.2,1616.5
"3256","0",34,1,"1",7,5,8,1,"0","1","0",7,18990,68,1206,1055,21.5,1736.4,15,1,4,1,"1","0","0",7,17935,49,24.8,1615.8
